user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	aa_percent	translation_table	red_value	warnings
ERR260138_bin.24.o	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000438355	GCA_000438355.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000438355	98.34	0.92	GCA_000438355.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000438355	98.34	0.92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_000435755.1, s__CAG-273 sp000435755, 95.0, 78.68, 0.42; GCA_003507395.1, s__CAG-273 sp003507395, 95.0, 78.19, 0.18"	74.78	11	N/A	N/A
ERR260138_bin.15.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275	GCA_000434275.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275	98.57	0.88	GCA_000434275.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275	98.57	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	56.57	11	N/A	N/A
ERR260138_bin.6.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066165	GCA_900066165.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066165	98.13	0.97	GCA_900066165.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066165	98.13	0.97	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_900066145.1, s__Blautia_A sp900066145, 95.0, 83.81, 0.76; GCA_000285855.2, s__Blautia_A sp000285855, 95.0, 78.89, 0.31; GCA_900316115.1, s__Blautia_A sp900316115, 95.0, 78.69, 0.33; GCA_000210015.1, s__Blautia_A obeum_B, 95.0, 78.63, 0.11; GCF_000484655.1, s__Blautia_A wexlerae, 95.0, 78.61, 0.33; GCA_900066335.1, s__Blautia_A sp900066335, 95.0, 78.58, 0.28; GCA_900066205.1, s__Blautia_A sp900066205, 95.0, 78.57, 0.3; GCA_900066505.1, s__Blautia_A sp900066505, 95.0, 78.54, 0.31; GCF_001487165.1, s__Blautia_A massiliensis, 95.0, 78.51, 0.3; GCF_000153905.1, s__Blautia_A obeum, 95.0, 78.46, 0.25; GCF_900120195.1, s__Blautia_A sp900120195, 95.0, 78.33, 0.13; GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 78.23, 0.12; GCA_000436615.1, s__Blautia_A sp000436615, 95.0, 77.42, 0.15"	57.8	11	N/A	N/A
ERR260138_bin.28.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis	GCF_001487165.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis	98.48	0.93	GCF_001487165.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis	98.48	0.93	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_900066335.1, s__Blautia_A sp900066335, 95.0, 89.87, 0.83; GCA_900066205.1, s__Blautia_A sp900066205, 95.0, 89.71, 0.81; GCA_900066145.1, s__Blautia_A sp900066145, 95.0, 79.48, 0.32; GCF_000484655.1, s__Blautia_A wexlerae, 95.0, 79.31, 0.34; GCF_900120195.1, s__Blautia_A sp900120195, 95.0, 79.3, 0.32; GCA_000210015.1, s__Blautia_A obeum_B, 95.0, 79.28, 0.29; GCF_000153905.1, s__Blautia_A obeum, 95.0, 79.21, 0.31; GCA_900066165.1, s__Blautia_A sp900066165, 95.0, 79.21, 0.3; GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 79.17, 0.3; GCA_000285855.2, s__Blautia_A sp000285855, 95.0, 78.93, 0.33; GCA_000436615.1, s__Blautia_A sp000436615, 95.0, 78.51, 0.29; GCA_900066505.1, s__Blautia_A sp900066505, 95.0, 78.48, 0.25; GCA_000433815.1, s__Blautia_A sp000433815, 95.0, 78.41, 0.24; GCA_900316115.1, s__Blautia_A sp900316115, 95.0, 78.26, 0.25; GCF_000702025.1, s__Blautia_A schinkii, 95.0, 77.77, 0.23"	82.16	11	N/A	N/A
ERR260138_bin.14.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066355	GCA_900066355.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066355	98.02	0.97	GCF_900120195.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900120195	95.03	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	ANI	topological placement and ANI have incongruent species assignments	"GCA_000210015.1, s__Blautia_A obeum_B, 95.0, 94.6, 0.94; GCF_000153905.1, s__Blautia_A obeum, 95.0, 81.96, 0.76; GCA_000436615.1, s__Blautia_A sp000436615, 95.0, 81.44, 0.64"	38.61	11	N/A	N/A
ERR260138_bin.20.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	GCF_000153905.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	98.84	0.96	GCF_000153905.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	98.84	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_900120195.1, s__Blautia_A sp900120195, 95.0, 83.48, 0.74; GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 83.33, 0.76; GCA_000210015.1, s__Blautia_A obeum_B, 95.0, 83.29, 0.74; GCA_000436615.1, s__Blautia_A sp000436615, 95.0, 81.69, 0.62; GCF_000484655.1, s__Blautia_A wexlerae, 95.0, 79.31, 0.35; GCF_001487165.1, s__Blautia_A massiliensis, 95.0, 79.29, 0.33; GCA_000285855.2, s__Blautia_A sp000285855, 95.0, 79.13, 0.34; GCA_900066205.1, s__Blautia_A sp900066205, 95.0, 78.93, 0.36; GCA_900066165.1, s__Blautia_A sp900066165, 95.0, 78.91, 0.29; GCA_900066335.1, s__Blautia_A sp900066335, 95.0, 78.85, 0.33; GCA_000433815.1, s__Blautia_A sp000433815, 95.0, 78.69, 0.35; GCA_900066145.1, s__Blautia_A sp900066145, 95.0, 78.56, 0.27; GCA_900066505.1, s__Blautia_A sp900066505, 95.0, 78.53, 0.26; GCA_900316115.1, s__Blautia_A sp900316115, 95.0, 77.95, 0.22"	79.03	11	N/A	N/A
ERR260138_bin.4.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	GCF_000484655.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	98.21	0.87	GCF_000484655.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	98.21	0.87	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_000285855.2, s__Blautia_A sp000285855, 95.0, 85.79, 0.66; GCA_000210015.1, s__Blautia_A obeum_B, 95.0, 79.83, 0.32; GCF_900120195.1, s__Blautia_A sp900120195, 95.0, 79.76, 0.33; GCA_900066145.1, s__Blautia_A sp900066145, 95.0, 79.73, 0.34; GCF_000153905.1, s__Blautia_A obeum, 95.0, 79.66, 0.34; GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 79.64, 0.34; GCF_001487165.1, s__Blautia_A massiliensis, 95.0, 79.63, 0.36; GCA_900066335.1, s__Blautia_A sp900066335, 95.0, 79.62, 0.38; GCA_900066205.1, s__Blautia_A sp900066205, 95.0, 79.53, 0.36; GCA_900066165.1, s__Blautia_A sp900066165, 95.0, 79.44, 0.36; GCA_900066505.1, s__Blautia_A sp900066505, 95.0, 78.97, 0.27; GCA_900316115.1, s__Blautia_A sp900316115, 95.0, 78.74, 0.24; GCA_000433815.1, s__Blautia_A sp000433815, 95.0, 78.56, 0.25; GCA_000436615.1, s__Blautia_A sp000436615, 95.0, 78.47, 0.28"	73.91	11	N/A	N/A
ERR260138_bin.9.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp003011855	GCF_003011855.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp003011855	97.66	0.89	GCF_003011855.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp003011855	97.66	0.89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_000437095.1, s__Ruminococcus_A sp000437095, 95.0, 91.71, 0.77; GCA_002361775.1, s__Ruminococcus_A sp002361775, 95.0, 79.36, 0.27; GCA_000432335.1, s__Ruminococcus_A sp000432335, 95.0, 78.9, 0.24"	86.09	11	N/A	N/A
ERR260138_bin.5.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena torques	GCF_000153925.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena torques	99.51	0.92	GCF_000153925.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena torques	99.51	0.92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_001311035.1, s__Faecalicatena glycyrrhizinilyticum, 95.0, 78.55, 0.22; GCF_002159505.1, s__Faecalicatena sp002159505, 95.0, 78.47, 0.25; GCF_002959615.1, s__Faecalicatena gnavus, 95.0, 78.34, 0.22; GCF_002161355.1, s__Faecalicatena sp002161355, 95.0, 78.3, 0.22; GCF_002160525.1, s__Faecalicatena sp002160525, 95.0, 78.0, 0.21; GCF_000155205.1, s__Faecalicatena lactaris, 95.0, 77.84, 0.22"	95.02	11	N/A	N/A
ERR260138_bin.1.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena	GCF_000154065.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena	98.74	0.9	GCF_000154065.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena	98.74	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_001404875.1, s__Dorea longicatena_B, 95.0, 90.78, 0.8; GCF_000169235.1, s__Dorea formicigenerans, 95.0, 79.04, 0.32; GCA_000433215.1, s__Dorea sp000433215, 95.0, 78.98, 0.37; GCF_900240315.1, s__Dorea sp900240315, 95.0, 78.61, 0.25; GCA_900066555.1, s__Dorea sp900066555, 95.0, 78.53, 0.25; GCF_000509125.1, s__Dorea sp000509125, 95.0, 78.4, 0.24; GCF_000154505.1, s__Dorea scindens, 95.0, 78.32, 0.23; GCA_000433535.1, s__Dorea sp000433535, 95.0, 78.19, 0.27; GCF_001754075.1, s__Dorea faecis, 95.0, 77.71, 0.22"	92.48	11	N/A	N/A
ERR260138_bin.10.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	GCF_000169235.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	98.33	0.94	GCF_000169235.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	98.33	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_001404875.1, s__Dorea longicatena_B, 95.0, 78.99, 0.3; GCF_000154065.1, s__Dorea longicatena, 95.0, 78.21, 0.32; GCA_000433215.1, s__Dorea sp000433215, 95.0, 78.04, 0.28"	69.27	11	N/A	N/A
ERR260138_bin.12.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	GCF_000332875.2	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	98.41	0.83	GCF_000332875.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	98.41	0.83	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_001404655.1, s__Anaerostipes hadrus_A, 95.0, 88.73, 0.76; GCA_900066705.1, s__Anaerostipes sp900066705, 95.0, 88.45, 0.73; GCF_001940315.1, s__Anaerostipes sp001940315, 95.0, 79.46, 0.34"	90.34	11	N/A	N/A
ERR260138_bin.27.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_E;s__Eubacterium_E hallii_A	GCF_900209925.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_E;s__Eubacterium_E hallii_A	97.36	0.9	GCF_900209925.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_E;s__Eubacterium_E hallii_A	97.36	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_E;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_000173975.1, s__Eubacterium_E hallii, 95.0, 86.24, 0.73"	89.37	11	N/A	N/A
ERR260138_bin.11.s	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium sp000752095	GCF_000752095.2	95	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium sp000752095	98.54	0.88	GCF_000752095.2	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium sp000752095	98.54	0.88	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_003024675.1, s__Erysipelatoclostridium sp003024675, 95.0, 90.39, 0.74; GCF_002160495.1, s__Erysipelatoclostridium sp002160495, 95.0, 78.44, 0.3; GCF_000154805.1, s__Erysipelatoclostridium spiroforme, 95.0, 78.44, 0.28; GCF_000508865.1, s__Erysipelatoclostridium sp000508865, 95.0, 78.43, 0.24; GCF_900102365.1, s__Erysipelatoclostridium cocleatum, 95.0, 78.22, 0.26; GCF_000154485.1, s__Erysipelatoclostridium ramosum, 95.0, 78.12, 0.26; GCF_000686665.1, s__Erysipelatoclostridium saccharogumia, 95.0, 78.05, 0.25"	92.54	11	N/A	N/A
ERR260138_bin.22.p	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	GCF_000196555.1	95	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	98.81	0.99	GCF_000196555.1	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	98.81	0.99	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_000269965.1, s__Bifidobacterium infantis, 95.0, 94.46, 0.87; GCF_001025175.1, s__Bifidobacterium breve, 95.0, 85.79, 0.77; GCF_003129905.1, s__Bifidobacterium callitrichidarum, 95.0, 83.31, 0.73; GCF_000741695.1, s__Bifidobacterium reuteri, 95.0, 82.13, 0.09; GCF_002259745.1, s__Bifidobacterium myosotis, 95.0, 82.02, 0.09; GCF_002802865.1, s__Bifidobacterium sp002802865, 95.0, 81.49, 0.69"	51.87	11	N/A	N/A
ERR260138_bin.3.p	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	GCF_001025215.1	95	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	98.26	0.94	GCF_001025215.1	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	98.26	0.94	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_002742445.1, s__Bifidobacterium sp002742445, 95.0, 92.26, 0.84; GCF_000800455.1, s__Bifidobacterium kashiwanohense_A, 95.2, 92.13, 0.85; GCF_001042615.1, s__Bifidobacterium kashiwanohense, 96.36, 91.99, 0.85; GCF_001025195.1, s__Bifidobacterium catenulatum, 96.36, 91.73, 0.82; GCF_000010425.1, s__Bifidobacterium adolescentis, 95.0, 84.17, 0.7; GCF_000770925.1, s__Bifidobacterium ruminantium, 95.0, 82.63, 0.67; GCF_000522505.1, s__Bifidobacterium moukalabense, 95.0, 82.51, 0.64; GCF_001042595.1, s__Bifidobacterium dentium, 95.0, 82.23, 0.67; GCA_002451435.1, s__Bifidobacterium sp002451435, 95.0, 81.92, 0.58; GCF_900129045.1, s__Bifidobacterium merycicum, 95.0, 81.81, 0.5; GCF_001025155.1, s__Bifidobacterium angulatum, 95.0, 81.52, 0.49; GCF_000196555.1, s__Bifidobacterium longum, 95.0, 80.61, 0.44; GCF_000741715.1, s__Bifidobacterium saguini, 95.0, 80.61, 0.35; GCF_002860405.1, s__Bifidobacterium imperatoris, 95.0, 80.41, 0.35; GCF_003129905.1, s__Bifidobacterium callitrichidarum, 95.0, 80.32, 0.38; GCF_001025175.1, s__Bifidobacterium breve, 95.0, 80.28, 0.41; GCF_000741695.1, s__Bifidobacterium reuteri, 95.0, 80.26, 0.4; GCF_000741165.1, s__Bifidobacterium biavatii, 95.0, 80.04, 0.43; GCF_000269965.1, s__Bifidobacterium infantis, 95.0, 80.02, 0.42; GCF_002802865.1, s__Bifidobacterium sp002802865, 95.0, 79.96, 0.38; GCF_002802915.1, s__Bifidobacterium sp002802915, 95.0, 79.93, 0.37; GCF_001042635.1, s__Bifidobacterium scardovii, 95.0, 79.88, 0.44; GCF_001895165.1, s__Bifidobacterium lemurum, 95.0, 79.87, 0.42; GCF_003024955.1, s__Bifidobacterium callitrichos_A, 95.0, 79.86, 0.35; GCF_002259685.1, s__Bifidobacterium eulemuris, 95.0, 79.79, 0.44; GCF_000771405.1, s__Bifidobacterium pullorum, 95.0, 79.78, 0.38; GCF_000741215.1, s__Bifidobacterium gallinarum, 95.0, 79.67, 0.39; GCF_002860355.1, s__Bifidobacterium margollesii, 95.0, 79.66, 0.32; GCF_001025135.1, s__Bifidobacterium bifidum, 95.0, 79.64, 0.41; GCF_000741175.1, s__Bifidobacterium callitrichos, 95.0, 79.64, 0.39; GCF_002234915.1, s__Bifidobacterium vansinderenii, 95.0, 79.61, 0.34; GCF_002259745.1, s__Bifidobacterium myosotis, 95.0, 79.61, 0.41; GCF_002860365.1, s__Bifidobacterium parmae, 95.0, 79.57, 0.41; GCF_000741785.1, s__Bifidobacterium stellenboschense, 95.0, 79.52, 0.42; GCF_002802905.1, s__Bifidobacterium sp002802905, 95.0, 79.46, 0.32; GCF_001417815.1, s__Bifidobacterium aesculapii, 95.0, 79.45, 0.39; GCF_002802875.1, s__Bifidobacterium sp002802875, 95.0, 79.35, 0.32; GCF_000741495.1, s__Bifidobacterium thermophilum, 95.0, 79.34, 0.33; GCF_000741455.1, s__Bifidobacterium thermacidophilum, 95.0, 79.21, 0.33; GCF_000741255.1, s__Bifidobacterium magnum, 95.0, 79.15, 0.2; GCA_002298605.1, s__Bifidobacterium sp002298605, 95.0, 79.15, 0.29; GCF_002259645.1, s__Bifidobacterium tissieri, 95.0, 79.14, 0.33; GCF_000741535.1, s__Bifidobacterium boum, 95.0, 79.11, 0.31; GCF_003129925.1, s__Bifidobacterium catulorum, 95.0, 78.9, 0.32; GCF_000741295.1, s__Bifidobacterium pseudolongum_A, 95.0, 78.86, 0.3; GCF_000771225.1, s__Bifidobacterium pseudolongum, 95.0, 78.8, 0.29; GCF_000741575.1, s__Bifidobacterium cuniculi, 95.0, 78.75, 0.16; GCF_002860345.1, s__Bifidobacterium anseris, 95.0, 78.53, 0.18; GCF_000741135.1, s__Bifidobacterium choerinum, 95.0, 78.49, 0.19; GCF_000260715.1, s__Bifidobacterium animalis, 95.0, 78.37, 0.22; GCF_002286915.1, s__Bifidobacterium italicum, 95.0, 78.23, 0.18"	75.85	11	N/A	N/A
ERR260138_bin.8.p	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F	GCF_001405375.1	95	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F	95.54	0.94	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ANI/Placement	topological placement and ANI have incongruent species assignments	"GCF_000169035.1, s__Collinsella aerofaciens, 95.0, 95.0, 0.97; GCF_000763055.1, s__Collinsella sp000763055, 95.0, 94.85, 0.98; GCA_000434535.1, s__Collinsella sp000434535, 95.0, 94.67, 0.89; GCF_002736145.1, s__Collinsella aerofaciens_A, 95.0, 94.13, 0.96; GCA_003487125.1, s__Collinsella sp003487125, 95.0, 94.01, 0.73; GCF_001404695.1, s__Collinsella aerofaciens_E, 95.0, 93.96, 0.94; GCF_002232035.1, s__Collinsella sp002232035, 95.0, 93.78, 0.93; GCA_002391315.1, s__Collinsella sp002391315, 95.0, 91.62, 0.91; GCA_002437815.1, s__Collinsella sp002437815, 95.0, 82.88, 0.74; GCF_900155365.1, s__Collinsella bouchesdurhonensis, 95.0, 80.55, 0.45; GCF_000156215.1, s__Collinsella stercoris, 95.0, 80.36, 0.45; GCF_000156175.1, s__Collinsella intestinalis, 95.0, 80.07, 0.44; GCF_900119895.1, s__Collinsella phocaeensis, 95.0, 80.03, 0.43; GCF_900199705.1, s__Collinsella provencensis, 95.0, 79.99, 0.33; GCA_002305035.1, s__Collinsella sp002305035, 95.0, 79.98, 0.49; GCF_000225705.1, s__Collinsella tanakaei, 95.0, 79.9, 0.43; GCF_900046475.1, s__Collinsella ihuae, 95.0, 79.53, 0.49; GCF_900176655.1, s__Collinsella vaginalis, 95.0, 79.01, 0.36"	73.71	11	N/A	N/A
ERR260138_bin.2.p	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	GCF_000020225.1	95	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	97.04	0.97	GCF_000020225.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	97.04	0.97	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_900184965.1, s__Akkermansia muciniphila_A, 95.0, 93.74, 0.93; GCF_002885095.1, s__Akkermansia muciniphila_B, 95.0, 86.52, 0.89; GCF_002884975.1, s__Akkermansia muciniphila_C, 95.0, 85.42, 0.85; GCF_001580195.1, s__Akkermansia sp001580195, 95.0, 81.69, 0.76"	58.75	11	N/A	N/A
